Gene,P-Value,Corrected P-Value
ZNF12,4.648205498683033e-08,7.18562532756751e-07
GTPBP1,1.6587184927778812e-06,1.1592321358473711e-05
BRD2,4.1555428429842544e-06,2.4864909313777495e-05
GATAD2A,4.247271021368346e-08,6.688992197289197e-07
MINDY3,1.153540282773957e-09,4.464446328437931e-08
MED21,2.3149096336624315e-09,7.080127032942636e-08
SETDB1,1.6889372977389623e-06,1.177079289113859e-05
TCF25,2.850902653629774e-06,1.831356772319915e-05
TWSG1,2.0664469737289445e-05,9.597107349479873e-05
LARP7,7.16334591127478e-06,3.907084321621836e-05
HSPB11,7.56685687860047e-06,4.094431134013165e-05
RNF113A,2.301764401899094e-06,1.5225125262016192e-05
PPM1B,2.505174875641035e-06,1.64016068342809e-05
CD79A,1.675537657392012e-06,1.1699819573113512e-05
SYK,4.611755369976762e-06,2.723630849996016e-05
BAG6,4.6405155865297146e-10,2.4466950295355218e-08
DCP2,3.440913007697218e-10,1.9559439878128874e-08
NF2,1.1859861959087213e-06,8.815376362082192e-06
RNF111,6.339979451512226e-07,5.326754098060388e-06
EXOC7,1.9847390818792342e-05,9.264945397617606e-05
C5orf24,1.6528041536887894e-07,1.8268676996758631e-06
B4GALT4,7.693425880387968e-06,4.156735151413578e-05
PPP2R5D,2.417624077454608e-07,2.5081700742718244e-06
ASMTL,3.952850434297786e-06,2.3848208756178016e-05
BLOC1S6,1.3647358923981402e-05,6.79814127322378e-05
RRS1,4.777356741486627e-08,7.302531019129559e-07
SLC48A1,1.9767832956820413e-05,9.231755622196747e-05
BET1,9.130223436574078e-06,4.793037931061543e-05
CLN5,2.2422086014048954e-06,1.4894378987056012e-05
MPZL2,7.914332216022803e-07,6.3465849967430475e-06
RNF139,4.899950994980608e-08,7.379461832419477e-07
ARID1A,2.6077931609912387e-11,3.4868808122737623e-09
TTLL12,2.66628004049007e-07,2.694424107584132e-06
OSTM1,1.1416456928929555e-05,5.819304834257929e-05
GIGYF2,5.441912493946626e-09,1.3591083056964183e-07
44992,1.1008016450527842e-09,4.352952592067423e-08
FAM91A1,8.911282215225742e-07,6.966886396631357e-06
TRRAP,8.562600774199651e-08,1.0930084777732747e-06
EDC3,8.006901563174164e-07,6.402001733368705e-06
GCC1,6.839007759612795e-07,5.647354565301825e-06
POLR3H,1.4563733756912724e-05,7.179249784234213e-05
SGPL1,5.255843458991525e-07,4.607411687665342e-06
CTBP1,1.2517838360939957e-06,9.156815540971762e-06
HTT,5.509716746822058e-06,3.145033921276984e-05
FMNL2,1.7611044139423163e-06,1.216499593276357e-05
BLOC1S2,4.304325723519456e-08,6.759339704531129e-07
NLK,1.5268560463006764e-05,7.462654227194618e-05
CASP2,4.402715105692414e-09,1.171293136084857e-07
VTA1,4.1251041644682217e-10,2.2510693425503084e-08
COMMD8,1.3400406698782914e-08,2.728582811763372e-07
RING1,1.6362373024693817e-08,3.143995408301203e-07
EIF3B,4.051102020442069e-07,3.7660755920872865e-06
SLC35F5,2.0026935426707786e-08,3.6673485444142416e-07
ECPAS,9.733733364559438e-06,5.049142867908826e-05
CUL4B,1.4635127687773447e-05,7.201432983965707e-05
STK26,1.3551098281536145e-06,9.807472589170125e-06
SETD1A,9.10636388958741e-06,4.782813065012368e-05
EEF1B2,6.042338784217718e-06,3.385322663806579e-05
DVL2,3.971545897224666e-08,6.334990268110417e-07
MGMT,1.7126495780217e-05,8.205380814103965e-05
CLDN12,4.7590776562143686e-08,7.295024373584778e-07
IL2RG,1.120839427294762e-06,8.41044784967122e-06
TES,9.0813181486672e-07,7.064398166397279e-06
RWDD1,8.265217850791511e-07,6.56525382995186e-06
TRAPPC6B,1.1465310543838812e-10,9.005051682757271e-09
PLEKHF2,4.318976214811571e-06,2.5660002482266557e-05
SERP1,7.872744217661373e-10,3.521439770145747e-08
RANBP6,2.2727517324428645e-08,4.079738882875234e-07
SLC41A1,1.2734332489358763e-08,2.6124530975349914e-07
ORMDL1,1.3280542357044326e-06,9.656484962343889e-06
CLCN6,6.447515774999751e-07,5.404622670379976e-06
NSD1,4.32059292940117e-09,1.155758608614813e-07
DPAGT1,4.382668768032018e-12,1.166645047178084e-09
SFPQ,4.780855977062163e-10,2.4729034186567034e-08
ABCD3,1.302011111010429e-05,6.524402784925539e-05
PARN,8.270454746069523e-10,3.619727926678275e-08
MED4,5.557846639897519e-06,3.161477237407204e-05
ETFRF1,6.855870853243319e-07,5.655177096456345e-06
UBE4B,1.584338571449748e-05,7.711896875510671e-05
ZBTB4,3.7711951568315264e-10,2.0892804031299126e-08
NSDHL,1.9286843370341843e-05,9.057513276416131e-05
PEBP1,4.9978842930230015e-08,7.441597431657985e-07
C9orf72,9.296083704357594e-10,3.932459594936387e-08
MFSD5,6.433087455491427e-10,3.0725021767120956e-08
PDSS1,3.649002611946817e-08,5.926371206367196e-07
HNRNPUL2,2.6181089470501226e-08,4.579173244888628e-07
BCAT1,6.865657756493432e-08,9.406731538608813e-07
JADE2,8.692254086735564e-08,1.1069692077319948e-06
CRAT,5.550185585494805e-06,3.161477237407204e-05
TCF12,1.833608491129546e-05,8.693311499647204e-05
SMCHD1,5.2955674607906685e-11,5.351465117321237e-09
SUB1,1.7556299605354482e-09,6.141328650411501e-08
CAPZB,5.106320265373305e-07,4.490105080657528e-06
POLD2,6.993023689815958e-08,9.552172784812436e-07
ELP3,7.558359458789663e-06,4.093892562443195e-05
ACLY,7.201617365409125e-12,1.455526887519911e-09
PPM1A,1.6423146531745877e-07,1.8197179822078629e-06
DGKA,2.5916432108403688e-08,4.540159551061281e-07
HENMT1,2.902940164345744e-06,1.8517059587182613e-05
USE1,5.657197817364716e-11,5.56240152961428e-09
NEURL4,2.8849647841331174e-07,2.87283081218321e-06
INPPL1,1.648548884189397e-05,7.96470231166139e-05
OGDH,1.7155902948773573e-05,8.212259858899772e-05
IVNS1ABP,1.4727581077828093e-05,7.240397292045757e-05
FBXO3,5.693077737046169e-06,3.216058510461795e-05
DNAJC19,1.6883157885331203e-05,8.110157797557427e-05
NUP58,8.424169219551247e-09,1.8996153483921964e-07
RAB8B,1.3006076813447115e-05,6.520363910976657e-05
YEATS4,2.1779210849881954e-06,1.4520360856176642e-05
APIP,7.574452041988654e-08,1.0081410925154167e-06
ABHD3,4.236702288256846e-10,2.300466108160956e-08
SLC25A24,2.754174082076608e-07,2.768134234650399e-06
AGO1,8.983831641086945e-09,1.9807987581984428e-07
SMG6,8.926243177568991e-08,1.132702793009899e-06
MINK1,6.727238872579819e-06,3.7176690727641545e-05
EHD4,5.970331277932808e-09,1.470884775786877e-07
ACACB,3.7307610031920923e-06,2.2772665318142333e-05
AGL,3.5710146371802787e-07,3.397912271158288e-06
GRAMD1C,1.534804428540773e-05,7.491438073834525e-05
NELL2,5.56169717410833e-06,3.161477237407204e-05
DLST,3.6465797906380438e-06,2.2409218375576355e-05
PFDN4,2.754438133434427e-07,2.768134234650399e-06
CWC22,1.6788929822677642e-07,1.8527237622315852e-06
IKBKE,9.103769417614073e-06,4.782813065012368e-05
ABCF1,1.0097274474753806e-15,3.673388453915434e-12
NBAS,1.8169779137272896e-10,1.2500662708238476e-08
ATF6B,3.5961591647556437e-06,2.2184222233588953e-05
PSMC6,1.480914255986632e-10,1.0957616215282135e-08
GDPD5,2.722715558947891e-07,2.7463694649128727e-06
USP5,3.587632701123046e-07,3.4107511585415443e-06
FBRSL1,2.7916621847571233e-06,1.8035477345791816e-05
OCEL1,3.223703653107607e-06,2.0243671846959965e-05
NSMCE2,5.255980770269385e-08,7.720561793636618e-07
ERI1,1.3752126830933884e-05,6.837845659809222e-05
UNC50,8.627242750522954e-07,6.775777259778032e-06
SF3A1,1.4847262402690865e-09,5.498589466547111e-08
YLPM1,9.020686677033042e-11,7.631920495592141e-09
TMX1,2.277894466599735e-07,2.397390569765623e-06
ZNF627,1.7504672059886841e-06,1.2114520663386493e-05
NAP1L3,8.151184007176707e-06,4.350221137130884e-05
ACOT13,3.223326933472302e-06,2.0243671846959965e-05
SPCS3,3.766952900433825e-07,3.544183099597824e-06
HCFC1,3.0617847467677794e-10,1.7973730583102155e-08
TRIM32,1.0266701234921275e-05,5.292903981007595e-05
MEGF8,1.563910931756124e-06,1.1061907912628865e-05
RRP1B,5.696260966827247e-06,3.2161920430394506e-05
IFFO2,1.5195291536271974e-06,1.0796966915812e-05
TMEM106B,2.5602672046749676e-07,2.6170422273823287e-06
LEMD3,8.270986469486747e-09,1.8689347065834028e-07
VCPKMT,6.665101619904721e-09,1.6022669400801788e-07
ATP5MG,2.7787547082916903e-09,8.211234960388741e-08
FDFT1,1.2344890886864748e-08,2.561447512152887e-07
WDR47,1.6137817492339252e-05,7.824439809479813e-05
MRPL50,1.0880825809422616e-07,1.3180170131413811e-06
LRRC59,3.11684334242282e-11,3.822160476314905e-09
CLEC2B,9.986913154862574e-11,8.29042416569747e-09
FBXL5,1.7984384042874802e-05,8.533981193214591e-05
RNGTT,4.3712242447866943e-07,4.012408865231454e-06
BABAM2,2.0250470670162964e-09,6.569205532659526e-08
GALNT3,7.658729047920245e-08,1.0168779662895566e-06
MAP4K3,4.195476163760945e-07,3.8706193449946705e-06
P2RX5,7.795105197712921e-07,6.264784840047041e-06
POLI,4.224140639268627e-08,6.662177881066155e-07
CRBN,1.9597741431866155e-07,2.113698830457834e-06
SNX4,1.547509025666274e-07,1.732257795499663e-06
ACTR6,4.931654408356692e-06,2.869087218166574e-05
COPS5,1.3982605648150635e-07,1.604691462081136e-06
EIF3A,1.3028659122807318e-07,1.5240598678062065e-06
CTSA,2.3677640100518665e-06,1.559551985860354e-05
SWAP70,3.4670167513242676e-07,3.307606715380512e-06
NUS1,1.9682205356218195e-05,9.19963979690644e-05
TM9SF1,7.252319194243119e-06,3.950927539089312e-05
ZDHHC17,5.364173496816105e-10,2.710397664085693e-08
APEX2,2.839943575778333e-07,2.8409848016539618e-06
COL4A3BP,1.543184867118184e-06,1.0922386277385124e-05
GABBR1,9.32557102925819e-06,4.879160221156466e-05
FBXO41,2.8829870749705885e-06,1.8443681674225675e-05
AHCYL2,4.819862710505403e-08,7.336678050551739e-07
C1orf131,2.89089306424614e-06,1.8461794560083308e-05
LRMP,4.318987040491448e-06,2.5660002482266557e-05
BRPF3,6.904540710605177e-06,3.7942402699616956e-05
IPO11,1.6590806268953578e-06,1.1592321358473711e-05
SEPTIN6,2.1739840124212865e-07,2.3058174452445017e-06
DERL1,3.209984370223869e-06,2.020401927140906e-05
ARL1,1.7502620255571181e-06,1.2114520663386493e-05
CTNND1,8.378420746559006e-06,4.449736449048418e-05
TAF6,9.476304432446037e-07,7.288540280177311e-06
ARHGAP30,3.776813386484475e-07,3.550399767449747e-06
TMX3,1.2113897658055522e-05,6.120883288889722e-05
ANKRD12,7.607196933918493e-10,3.416664499456232e-08
ALG13,4.127944362406483e-07,3.83030460711683e-06
FCMR,4.640190319144304e-07,4.206232320858881e-06
SLC37A3,3.764475350717239e-08,6.05980589642005e-07
ARID4B,7.184489362785169e-08,9.72847604285823e-07
ANAPC1,1.9048384892348157e-08,3.523628351103183e-07
PSMA4,3.027801033303332e-08,5.131276471657231e-07
SGPP1,7.893535270175093e-06,4.241754994519496e-05
BCL9,2.8299357439270014e-09,8.280407160648604e-08
TMC8,3.6806231320258722e-06,2.256759599041032e-05
RABL2B,8.70069251703808e-06,4.5896258158991596e-05
RAB3GAP2,1.5037278613970792e-05,7.372725013157109e-05
RC3H2,3.4060478933346673e-07,3.2608426936714527e-06
TCAIM,5.843882761414862e-11,5.69465504090016e-09
HNRNPU,5.762436629300116e-10,2.820234680366882e-08
AZI2,1.1094245776863997e-08,2.342023180052102e-07
TCP1,1.7913542693999846e-13,1.2319905388283706e-10
CDK5R1,2.1192704530953183e-12,8.260613473243679e-10
ABCF2,1.746158730335918e-10,1.2295210569604006e-08
SND1,1.9696822035257974e-09,6.51427623311532e-08
ATL2,1.8732312299253495e-07,2.0403638366671923e-06
REEP3,4.803866111777953e-07,4.3187310332738534e-06
EIF4ENIF1,3.7287857039659817e-08,6.020113487142711e-07
PIGF,1.9477060749178613e-05,9.127206570053044e-05
RNF219,2.622347966777915e-07,2.6623540194803874e-06
SGMS2,6.630004938455711e-07,5.519441182174343e-06
ATP6V1C1,6.132087176117608e-07,5.18401235012762e-06
SPTSSA,1.1690238030416971e-05,5.928775923046971e-05
MTDH,1.426660515714738e-08,2.851753272620998e-07
NMT1,5.678584304206226e-08,8.165489999487055e-07
EIF6,3.748952373638082e-12,1.0512859438966546e-09
MMADHC,1.0891373747362634e-09,4.352952592067423e-08
WBP4,8.910437201901009e-09,1.968593352662907e-07
SDHAF3,5.400916238570714e-06,3.09263377900109e-05
PDP1,1.97184106665426e-05,9.2126170382982e-05
FAM174A,3.5907193570042364e-06,2.2178331104892043e-05
EXOC2,5.264332563716083e-06,3.0287256510488838e-05
SASH3,1.3521499276116763e-06,9.805557681032449e-06
MSANTD4,1.427740541924448e-06,1.0211245265113648e-05
SLC30A7,5.295752156902411e-07,4.626523561029798e-06
PCF11,1.2085710725862772e-08,2.517241352329509e-07
ETS1,3.3396804532097516e-07,3.2227473445032035e-06
COQ2,1.5474931247136094e-07,1.732257795499663e-06
SNX13,1.177864766986069e-08,2.467411913029934e-07
ZNF84,1.2032697655169105e-05,6.082670783164225e-05
ZBTB34,9.577663130503164e-06,4.987147681598832e-05
INO80,1.295931826474638e-05,6.502896530641011e-05
DIAPH2,5.7144834226018665e-08,8.184760114734484e-07
PRR12,1.1939299290876907e-06,8.840265431521748e-06
SAFB,6.065093245542943e-06,3.394586034966958e-05
SLC4A1AP,7.453112885125906e-06,4.0449166597843924e-05
GGA2,4.389646542421465e-07,4.025932971763687e-06
PNPO,7.876697534661591e-08,1.0344919000396704e-06
MDM1,5.164133032612118e-06,2.982081900419506e-05
TMEM126B,2.119130938647762e-06,1.4197787025415394e-05
RWDD4,1.6237236715526818e-06,1.1396347364196764e-05
SLC7A1,7.381868914763988e-07,6.0123669653532955e-06
HBS1L,1.2721349587705073e-05,6.386421775538784e-05
TMEM168,6.31559840251257e-07,5.310357547382295e-06
ODR4,1.3230623075819472e-05,6.620771217308286e-05
L3MBTL2,1.598364257566817e-07,1.7772982432906858e-06
MFF,5.944932515345724e-06,3.335886553855179e-05
LYSMD3,2.9614517178022224e-07,2.9329658845819832e-06
TRPC1,5.794104630277799e-07,4.968431032335255e-06
CDK4,2.129754614678678e-06,1.4251466501902572e-05
VEZT,3.2307618820152195e-06,2.027632845331461e-05
CAST,4.002080484451063e-06,2.4105246361643986e-05
EXOSC3,1.0040446435725973e-06,7.668399748041516e-06
ACAT2,2.844221111571502e-06,1.8292179853677887e-05
CDC37L1,1.5450202869266377e-09,5.6207838038391084e-08
TBC1D25,6.477663971118879e-07,5.425727135901109e-06
UBLCP1,4.1840584643731995e-07,3.863351445022767e-06
FASTKD1,1.7993212000529606e-06,1.2381961902508204e-05
WASHC4,1.5552152680111273e-08,3.0256006123125565e-07
SSBP3,1.481480706499396e-07,1.677269754225561e-06
BRPF1,5.476289420268567e-07,4.743509740699297e-06
CCAR2,4.675318034473796e-11,5.0025902968869615e-09
PARP8,1.9161511066360562e-05,9.006405330674382e-05
HCST,5.995550774562701e-06,3.3625612103585467e-05
STUB1,4.926119499677094e-08,7.385119260917006e-07
KIAA1109,1.6294346296551527e-09,5.8307047698545364e-08
B3GNT5,1.7012924471028028e-06,1.1849333610516903e-05
CCSER2,1.2429730291952475e-07,1.4729432834567785e-06
GRWD1,2.2999352208093895e-07,2.4089724568055353e-06
PKM,1.2632716307293107e-06,9.234659462678967e-06
ZNHIT3,2.7464150070516754e-06,1.77889456302445e-05
PTBP2,5.914884636640295e-08,8.416564657665212e-07
PABPC4,4.4256119145961675e-06,2.6250613280381832e-05
FUBP1,1.9640145355374135e-05,9.187850253259894e-05
PPP3CA,1.1259102119881304e-05,5.747513589166724e-05
ZNF395,1.058325880508267e-06,8.010103092834414e-06
LRBA,1.1127591511509155e-08,2.3445276786990526e-07
RELCH,9.470364287102588e-12,1.6679333513657406e-09
EMB,4.7850539616368655e-08,7.304066984238426e-07
MIA3,6.458709223791057e-06,3.58514242073804e-05
CHML,6.050732666373152e-06,3.388286111893103e-05
BTAF1,5.306799644021752e-07,4.626523561029798e-06
CCPG1,1.4103368383153031e-05,6.971203013303088e-05
CAPZA2,2.1206730609372506e-11,2.967310998342199e-09
UBE2D1,1.2613650067510956e-05,6.346951444758624e-05
SZT2,1.1421065562562291e-05,5.819304834257929e-05
BCL9L,2.3861167927260977e-07,2.484931171356167e-06
HEMK1,1.242602328336335e-05,6.261201205661477e-05
GPBP1,4.346560177440019e-10,2.3368649151024813e-08
PLEKHB2,1.1932077270697818e-06,8.840265431521748e-06
CCDC84,2.1215981213821834e-06,1.4205596255684141e-05
CENPC,1.2163179150275739e-06,8.972873275546461e-06
MORC3,5.2266790187802926e-09,1.335024178337778e-07
ARHGEF7,3.720090882154309e-06,2.2742269389941398e-05
ZBTB11,1.1212389244339035e-06,8.41044784967122e-06
SLC19A2,3.2461517475618285e-10,1.854984443863804e-08
GON4L,4.932802099189939e-10,2.5275400051905628e-08
ZNF776,1.4843181123413085e-06,1.0560526648039791e-05
MTMR6,6.355073395467482e-08,8.903629144817984e-07
KBTBD6,7.985012965494427e-08,1.041396295177478e-06
SFXN3,1.9014520811249944e-06,1.3019101639522076e-05
EXOC6,6.642110583407887e-12,1.3677734888172392e-09
ARMT1,3.130606449722349e-10,1.817416957035623e-08
RNF138,1.6537889749677046e-07,1.8268676996758631e-06
LRRC40,3.3695756339107106e-07,3.2446045011336973e-06
EML2,1.2114893238818656e-06,8.946004384875969e-06
RPS15A,2.560931921242741e-07,2.6170422273823287e-06
HAT1,5.34522669616658e-12,1.296395648043601e-09
ZNF24,1.097286146593071e-06,8.259159313046054e-06
AMN1,1.7337958763651984e-09,6.108807258985442e-08
KPNA6,8.131513905798126e-12,1.5569709257522936e-09
FEM1C,7.553837404176931e-07,6.11138483537339e-06
CREBZF,4.773606064657575e-08,7.302531019129559e-07
NDUFA1,5.566716805601043e-06,3.162683353270681e-05
SP3,4.094237773490881e-11,4.606650624729842e-09
TRAPPC1,3.691944827370309e-06,2.259892644190665e-05
CAPN3,5.82309544248339e-06,3.281471779605239e-05
DUSP16,1.0904329594896604e-08,2.3145401970143507e-07
FBXO30,8.190473396732427e-08,1.0553816605895833e-06
DNAJB12,7.09001306311281e-08,9.648429248231074e-07
GAPVD1,2.0899923372507484e-06,1.4054329247538304e-05
MED12,3.3227481956632048e-06,2.0758141847434582e-05
COPS7A,1.5991450200764646e-07,1.7772982432906858e-06
ARHGEF6,4.2231907443001286e-07,3.892897278994224e-06
DOCK11,2.6808870397383837e-08,4.6591084636472484e-07
GCOM1,3.8025243456342173e-06,2.3132640652374678e-05
PTAR1,9.567406769499821e-12,1.6679333513657406e-09
MKKS,5.571813971115125e-07,4.806601763350283e-06
PA2G4,5.4995297304561915e-08,7.949916222277997e-07
BTF3L4,2.1768568995802938e-07,2.3066229322348863e-06
ETFB,9.712245764552971e-06,5.042790212860663e-05
FTO,1.7913968706997627e-09,6.208183334451537e-08
LYPLAL1,3.1270650212360375e-08,5.274928538140667e-07
TIA1,1.4448001642967645e-07,1.6528877351294431e-06
WDR20,1.9443486903844907e-06,1.3254604376549861e-05
GCLM,6.583073895434881e-07,5.4887447284015505e-06
PDPR,3.981896977053143e-08,6.334990268110417e-07
ZNF609,1.4668715010684395e-08,2.910806465938354e-07
LENG8,6.869947257225419e-09,1.6335207922735996e-07
UPF3B,2.521644152783982e-06,1.649953494213692e-05
SMPDL3A,4.732413218267716e-06,2.7828425573369536e-05
BMT2,3.6510671338981264e-10,2.0490845904192112e-08
ANXA7,2.7846814699491208e-08,4.7615586372833507e-07
TAF15,3.8344226519659446e-08,6.157741288056998e-07
MMUT,6.932851284845345e-06,3.804179935786933e-05
SEMA3C,6.6305680462453155e-12,1.3677734888172392e-09
BNIP2,4.4770298882400565e-09,1.1802488937258931e-07
CD69,3.991647221188261e-09,1.0945939138705698e-07
ALYREF,8.030588539325257e-08,1.0446465234588301e-06
AIFM2,5.470742249277494e-06,3.127694128266871e-05
COMMD3,1.863493931405882e-06,1.2779284781138987e-05
CSNK2B,1.3846065944679365e-08,2.780536402478825e-07
RADX,1.6733733783451153e-05,8.05610809495306e-05
OTUD6B,7.27324821121774e-08,9.800028515707458e-07
PLCG1,4.732454636696811e-08,7.274649282381548e-07
MCM3AP,2.609445458095172e-07,2.6554599494958197e-06
ZNF580,1.9324697016029035e-05,9.071386805717887e-05
BRD3,9.008886489996892e-07,7.023070510844719e-06
PM20D2,7.910428550482656e-06,4.245666042401858e-05
C2orf42,2.1427612178479404e-05,9.896782027758113e-05
RMI1,2.0138857749838196e-06,1.365189400507665e-05
ATP11C,1.5361436667039407e-08,3.005469957226858e-07
ODF2L,1.725417785293471e-10,1.2275544204985574e-08
SAMD9,3.588589629287725e-11,4.303941452092992e-09
SYNJ1,6.846109794154591e-06,3.766050518820726e-05
ADA2,4.1734693853281583e-07,3.8568369916571986e-06
KYAT1,1.6949733289777427e-05,8.131401719763993e-05
CACTIN,2.7078794496255366e-06,1.7560187946056512e-05
CCNI,4.832152269717799e-07,4.333451920435502e-06
IPO13,2.1303414905487658e-05,9.84775392962695e-05
ACSL5,1.5004100628255105e-05,7.363073482768715e-05
APOBEC3C,2.4237000652438495e-09,7.327496540739993e-08
LSM5,4.968856058985774e-07,4.423335646637091e-06
KIAA1143,1.9107190843509898e-05,8.988615554571854e-05
APOL3,9.023356510802325e-07,7.0293299756528606e-06
ALG6,4.967260052719687e-06,2.883652990179929e-05
ENTPD1,1.7217203673722825e-06,1.1976326379541803e-05
SOAT1,4.12185684409277e-07,3.828591114589659e-06
PTGS2,2.494954260408217e-07,2.566440226022175e-06
ST3GAL3,1.1065141904750403e-05,5.6601728624932344e-05
SACS,8.471809030534566e-07,6.685562093944631e-06
RAB11FIP2,7.633953586750947e-08,1.014823013956149e-06
SKAP1,1.4031323442573202e-05,6.948090374347635e-05
GXYLT1,1.279316339711438e-08,2.6195982235667233e-07
RUBCN,3.546736528031354e-06,2.196883227408297e-05
FCHO2,5.377244174191449e-08,7.843526283662753e-07
ATP5F1B,1.372595003932587e-11,2.140071696131465e-09
COPS2,1.5248969207579092e-08,2.9932958620776654e-07
SNRPD1,7.449076198554201e-07,6.062581478823307e-06
NAP1L2,1.4094762583531598e-07,1.6158638533263011e-06
YIPF4,5.044655429060293e-07,4.461737798808228e-06
AP2M1,5.628686012559086e-06,3.182978193837817e-05
HGSNAT,6.403225303799782e-08,8.936675315303176e-07
CYB5R4,1.9423175962499574e-07,2.09885685598733e-06
TCF4,7.640633162935136e-09,1.7662209136443518e-07
COQ10B,2.877278767264773e-07,2.8704406275985132e-06
SLC35C1,1.0232099836530383e-07,1.2547543552347484e-06
ANXA3,4.862807363126547e-07,4.346656802716063e-06
MED30,2.2935622746110182e-07,2.4046050590878628e-06
LUZP1,3.1300353343895912e-09,8.989790957770526e-08
LRIF1,2.9753422328446194e-07,2.944051235654232e-06
C11orf54,1.665227588710689e-11,2.4896293018066386e-09
FASTKD3,3.4025414625046065e-07,3.260345699892474e-06
SMC6,5.021868639312845e-06,2.9107102670982685e-05
LOC339047,1.191267813527235e-06,8.83854311137746e-06
BTRC,9.470274133681816e-08,1.1883616209511215e-06
PPIP5K1,6.419120179030986e-08,8.947417322342807e-07
GSK3A,1.4415650927260778e-06,1.0289889746247491e-05
PAG1,1.3140190083224673e-05,6.581552756691789e-05
ZNF721,2.627682509399019e-08,4.584653790800891e-07
DDX60L,2.4912110081057183e-06,1.6319974155141543e-05
ZC3H6,1.657856791634686e-06,1.1592321358473711e-05
GPR68,1.5960668482255633e-06,1.1264769129889471e-05
TRAPPC2,1.0959329501129862e-06,8.25466681679305e-06
FBXW4,1.1452575279706582e-05,5.82719844301714e-05
ALDOC,4.5632157294310564e-11,4.9489307529742996e-09
SLU7,1.0077157515731554e-07,1.2414268487102497e-06
NREP,4.552446001552821e-06,2.6929753745770998e-05
SHOC2,6.168258516738262e-06,3.439978203969412e-05
NUDCD2,4.4335388469446654e-08,6.922409581624331e-07
SF3B4,2.0205400784553875e-09,6.569205532659526e-08
PMAIP1,1.794098055426875e-09,6.208183334451537e-08
MBIP,1.509526297337058e-07,1.700203303316476e-06
HCFC2,1.3301212076150935e-05,6.647145650476462e-05
PIP4P2,1.2698283457595697e-07,1.4950276769816552e-06
RP2,5.389322590271165e-08,7.843526283662753e-07
ABCB10,7.988459303752569e-07,6.391938771345715e-06
SPOPL,4.512645200088727e-09,1.1816454754501821e-07
SON,1.1680596533366335e-13,9.855375687808289e-11
MAP4K1,1.4493441444917642e-08,2.8865222614932694e-07
ZC3H4,3.425626888060447e-08,5.66474119034723e-07
KLHL2,1.8569957885951722e-09,6.294177651157674e-08
TMEM131,1.258695478054609e-08,2.5953415726391814e-07
SAMD11,3.1912909299523254e-06,2.0109554970842773e-05
CD58,1.9757023412585766e-10,1.3393053013972736e-08
BCOR,1.7321182037454447e-10,1.2275544204985574e-08
DEXI,8.394488778887786e-06,4.456101679609985e-05
CD8A,5.2415532028190734e-06,3.0203966027226696e-05
YY1,1.0120632948082192e-05,5.227476951981498e-05
TUBB,1.8461718875365622e-05,8.744560103900551e-05
TMF1,5.6232598530524244e-12,1.3020065038355797e-09
CALM1,3.3463447441538205e-08,5.550456920622309e-07
FDX1,9.447470829317363e-07,7.274497949131154e-06
HERC4,7.2936780370640175e-09,1.723013032392136e-07
MRPS18C,1.0067649142688784e-07,1.2414268487102497e-06
GSKIP,9.11107462073508e-10,3.8995399376746144e-08
LAIR1,1.3661110239455517e-05,6.801886731451529e-05
CBL,1.4487162593570769e-05,7.144730797389578e-05
SH3KBP1,9.117257291133795e-07,7.077222338224342e-06
CWF19L2,4.458827538658777e-06,2.6418916263258354e-05
PKN2,1.787110218286169e-05,8.491302099423268e-05
ILK,3.550691125359588e-08,5.826521333461802e-07
TMTC3,1.5091573315966633e-05,7.389386773013002e-05
EFCAB7,3.9910457979024453e-07,3.7165762660671746e-06
LTN1,3.516294837454256e-08,5.779644857827673e-07
PPP1R3D,2.127814106515347e-05,9.840238626486651e-05
ARMH3,8.068415892509635e-08,1.048317750605359e-06
LIG4,1.1210267818115047e-10,9.005051682757271e-09
CPEB2,1.498562399509288e-07,1.6895981434136746e-06
PDIK1L,3.551433518599841e-06,2.197298493310582e-05
RIOX1,1.9092857591308465e-06,1.3064542178779975e-05
PCGF6,1.8468216088959843e-05,8.744560103900551e-05
PNN,6.819559718733212e-06,3.757126439689766e-05
LMBRD1,4.2698349953881996e-07,3.9292562512366615e-06
YWHAB,5.819211542761304e-09,1.446716965323391e-07
ARHGDIA,5.35247588571135e-06,3.0697278936759684e-05
HNMT,2.5759918116906446e-09,7.723729294722994e-08
USP7,2.5486093932223727e-08,4.4791502282816386e-07
CNOT10,5.156196172170141e-07,4.527331055757435e-06
TCOF1,5.347318041353564e-09,1.349151718013139e-07
FAM126A,3.3556630083594494e-06,2.0915880110356957e-05
RNFT1,2.3616558145335736e-11,3.2218889449774276e-09
HDAC6,2.0039669982475673e-09,6.567956702364549e-08
UCHL5,1.881148113822921e-05,8.872450524746482e-05
LANCL2,8.343168901672116e-06,4.4374924655384736e-05
TTC33,5.251194098951508e-09,1.335933156082908e-07
POLR3GL,1.79231174292497e-06,1.235710067105693e-05
ANKHD1,1.7407358049701964e-09,6.108807258985442e-08
NCOR1,1.9293887172952623e-06,1.317731443088892e-05
MED23,6.815674737630961e-06,3.756882529621429e-05
ESCO1,1.1228009435666727e-10,9.005051682757271e-09
LETM1,1.468213769571566e-10,1.0957616215282135e-08
SLK,2.1237107234715e-05,9.825425534534952e-05
